Brand;Year;Model;Car/Suv;Title;UsedOrNew;Transmission;Engine;DriveType;FuelType;FuelConsumption;Kilometres;ColourExtInt;Location;CylindersinEngine;BodyType;Doors;Seats;Price
Subaru;2018;Outback;SUV;2018 Subaru Outback 2.5I;USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;7.3 L / 100 km;87601;White / -;Blacktown, NSW;4 cyl;SUV; 4 Doors; 5 Seats;29888
Volkswagen;2015;Transporter;Ute / Tray;2015 Volkswagen Transporter TDI 340 LWB;USED;Automatic;4 cyl, 2 L;Front;Diesel;8.5 L / 100 km;174143;White / -;Thornleigh, NSW;4 cyl;Ute / Tray; 2 Doors; 2 Seats;26990
Mitsubishi;2010;Pajero;SUV;2010 Mitsubishi Pajero VR-X LWB (4X4);USED;Automatic;4 cyl, 3.2 L;4WD;Diesel;9.2 L / 100 km;263446;White / -;Coopers Plains, QLD;4 cyl;SUV; 4 Doors; 7 Seats;18999
MG;2023;ZST;Alto Blacktown MG;2023 MG ZST Essence;NEW;Automatic;3 cyl, 1.3 L;Front;-;7.3 L / 100 km;15;Red / Black;Blacktown, NSW;3 cyl;SUV; 5 Doors; 5 Seats;35690
Toyota;2009;HiAce;Nippon Motors;2009 Toyota HiAce (No Badge);USED;Automatic;-;Other;Unleaded;-;279540;White / Black;Ingleburn, NSW;-;Commercial;;;25900
Audi;2019;A3;Sedan;2019 Audi A3 40 Tfsi Quattro S Line Plus;USED;Automatic;4 cyl, 2 L;AWD;Premium;6.1 L / 100 km;79995;Grey / Black;Pennant Hills, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;41800
Toyota;2013;HiAce;USED Dealer ad;2013 Toyota HiAce;USED;Automatic;-;Other;-;-;45602;Silver / Grey;Lidcombe, NSW;-;;;;37999
Mahindra;2016;PIK-UP;Ute / Tray;2016 Mahindra PIK-UP (4X4);USED;Manual;4 cyl, 2.2 L;4WD;Diesel;9.1 L / 100 km;77404;White / -;Minchinbury, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;17800
Audi;2017;Q2;SUV;2017 Audi Q2 1.4 Tfsi Design;USED;Automatic;4 cyl, 1.4 L;Front;Premium;5.3 L / 100 km;37578;Grey / Black;Zetland, NSW;4 cyl;SUV; 4 Doors; 5 Seats;35880
MG;2023;ZST;Alto Blacktown MG;2023 MG ZST Essence;NEW;Automatic;3 cyl, 1.3 L;Front;-;7.3 L / 100 km;15;Blue / Black;Blacktown, NSW;3 cyl;SUV; 5 Doors; 5 Seats;35690
Ford;2019;Ranger;Ute / Tray;2019 Ford Ranger XL 3.2 (4X4);USED;Automatic;5 cyl, 3.2 L;4WD;Diesel;8.7 L / 100 km;208293;White / -;Penrith, NSW;5 cyl;Ute / Tray; 4 Doors; 5 Seats;36950
Mitsubishi;2013;Outlander;SUV;2013 Mitsubishi Outlander ES (4X2);USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.6 L / 100 km;169051;White / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;16990
Hyundai;2004;Santa;SUV;2004 Hyundai Santa FE GLS (4X4);USED;Automatic;6 cyl, 2.7 L;4WD;Unleaded;11 L / 100 km;182067;White / -;Minchinbury, NSW;6 cyl;SUV; 4 Doors; 5 Seats;7995
Fiat;2013;500;Convertible;2013 Fiat 500 Lounge;USED;Automatic;2 cyl, 0.9 L;Front;Premium;3.9 L / 100 km;83574;Black / -;Laverton North, VIC;2 cyl;Convertible; 2 Doors; 4 Seats;17990
BMW;2012;118I;Hatchback;2012 BMW 118I;USED;Automatic;4 cyl, 1.6 L;Rear;Premium;5.8 L / 100 km;53447;White / Dakota Leather;Zetland, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;17880
Ford;2015;Falcon;Sedan;2015 Ford Falcon XR8;USED;Manual;8 cyl, 5 L;Rear;Unleaded;13.6 L / 100 km;61809;White / -;Rozelle, NSW;8 cyl;Sedan; 4 Doors; 5 Seats;63800
BMW;2014;420I;Coupe;2014 BMW 420I Modern Line;USED;Automatic;4 cyl, 2 L;Rear;Premium;6.1 L / 100 km;83803;Black / -;Thornleigh, NSW;4 cyl;Coupe; 2 Doors; 4 Seats;34990
Subaru;2020;Outback;SUV;2020 Subaru Outback 2.5I Premium AWD;USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;7.3 L / 100 km;31601;Brown / Leather;Greenacre, NSW;4 cyl;SUV; 4 Doors; 5 Seats;40888
Volkswagen;2012;Tiguan;SUV;2012 Volkswagen Tiguan 155 TSI (4X4);USED;Automatic;4 cyl, 2 L;AWD;Premium;8.8 L / 100 km;102233;Black / Black Leather;Brookvale, NSW;4 cyl;SUV; 4 Doors; 5 Seats;18888
Honda;2007;Accord;Sedan;2007 Honda Accord VTI;USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;9.3 L / 100 km;210012;White / -;Lansvale, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;6990
Skoda;2020;Kamiq;SUV;2020 Skoda Kamiq 85TSI;USED;Automatic;3 cyl, 1 L;Front;Premium;5 L / 100 km;34339;Black / -;Liverpool, NSW;3 cyl;SUV; 4 Doors; 5 Seats;30787
Toyota;2014;HiAce;Commercial;2014 Toyota HiAce LWB;USED;Automatic;4 cyl, 2.7 L;Rear;Unleaded;11.6 L / 100 km;189331;White / Grey;Lidcombe, NSW;4 cyl;Commercial; 4 Doors; 2 Seats;24995
Audi;2018;A3;Hatchback;2018 Audi A3 1.4 Tfsi Sportback COD;USED;Automatic;4 cyl, 1.4 L;Front;Premium;5 L / 100 km;65068;Red / -;Rozelle, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;31800
Mercedes-Benz;2010;M-Class;McMoore Motor Co;2010 Mercedes-Benz M-Class ML300 CDI BlueEFFICIENCY;USED;Automatic;-;Other;Diesel;-;205785;Silver / Grey;Archerfield, QLD;-;Wagon;;;14990
Ford;2011;Falcon;Sedan;2011 Ford Falcon G6;USED;Automatic;6 cyl, 4 L;Rear;Unleaded;9.9 L / 100 km;227000;Silver / -;South Windsor, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;9850
Lexus;2018;RX450H;SUV;2018 Lexus RX450H F Sport Hybrid;USED;Automatic;6 cyl, 3.5 L;AWD;Hybrid;5.7 L / 100 km;125167;White / Red;Carlton, NSW;6 cyl;SUV; 4 Doors; 5 Seats;63888
Hyundai;2016;Tucson;SUV;2016 Hyundai Tucson Active (fwd);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.9 L / 100 km;105101;Blue / -;Mcgraths Hill, NSW;4 cyl;SUV; 4 Doors; 5 Seats;20888
Mazda;2021;3;Hatchback;2021 Mazda 3 G20 Touring;USED;Manual;4 cyl, 2 L;Front;Unleaded;6.2 L / 100 km;54176;White / Black;Smeaton Grange, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;29888
BMW;2019;X5;SUV;2019 BMW X5 Xdrive 30D;USED;Automatic;6 cyl, 3 L;AWD;Diesel;7.2 L / 100 km;53570;Black / Black;Carlton, NSW;6 cyl;SUV; 4 Doors; 5 Seats;86888
BMW;2017;X4;SUV;2017 BMW X4 Xdrive 35D;USED;Automatic;6 cyl, 3 L;AWD;Diesel;6 L / 100 km;81697;Black / -;Rozelle, NSW;6 cyl;SUV; 5 Doors; 5 Seats;46800
Holden;2009;Cruze;Sedan;2009 Holden Cruze CDX;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.5 L / 100 km;182250;Blue / Black Leather;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;7995
Holden;2013;Cruze;Hatchback;2013 Holden Cruze CD Equipe;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.4 L / 100 km;154887;Silver / -;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;9995
Hyundai;2015;Tucson;SUV;2015 Hyundai Tucson Elite (awd);USED;Automatic;4 cyl, 1.6 L;AWD;Unleaded;7.7 L / 100 km;65604;Blue / Black;Castle Hill, NSW;4 cyl;SUV; 4 Doors; 5 Seats;27990
Nissan;2013;Serena;Nippon Motors;2013 Nissan Serena Highway Star;USED;Automatic;-;Front;Unleaded;-;93079;Black / Beige;Ingleburn, NSW;-;Wagon;;;20900
Toyota;2019;Corolla;Hatchback;2019 Toyota Corolla Ascent Sport;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6 L / 100 km;76625;White / -;Belmore, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;27888
Volkswagen;2010;Polo;Hatchback;2010 Volkswagen Polo 66 TDI Comfortline;USED;Automatic;4 cyl, 1.6 L;Front;Diesel;4.6 L / 100 km;149991;Red / Black;Bentleigh, VIC;4 cyl;Hatchback; 5 Doors; 5 Seats;10990
HSV;2012;GTS;Sedan;2012 HSV GTS;USED;Manual;8 cyl, 6.2 L;Rear;Premium;14.8 L / 100 km;115631;Blue / -;Homebush, NSW;8 cyl;Sedan; 4 Doors; 5 Seats;89990
Audi;2019;A3;Convertible;2019 Audi A3 35 Tfsi (1.4 Tfsi);USED;Automatic;4 cyl, 1.4 L;Front;Premium;5.1 L / 100 km;56016;White / Black;Zetland, NSW;4 cyl;Convertible; 2 Doors; 4 Seats;39880
Ford;2016;Ranger;Ute / Tray;2016 Ford Ranger XL 2.2 (4X4);USED;Automatic;4 cyl, 2.2 L;4WD;Diesel;8.1 L / 100 km;243000;White / Grey;Blacktown, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;24900
LDV;2018;G10;Wagon;2018 LDV G10 Executive (7 Seat);USED;Automatic;4 cyl, 2 L;Rear;Unleaded;11.7 L / 100 km;103218;White / -;Minchinbury, NSW;4 cyl;Wagon; 4 Doors; 7 Seats;24800
Subaru;2006;Forester;SUV;2006 Subaru Forester X Luxury;USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;9.7 L / 100 km;155068;Blue / Leather;Minto, NSW;4 cyl;SUV; 4 Doors; 5 Seats;7950
Toyota;2018;Camry;Sedan;2018 Toyota Camry Ascent Sport;USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;8.3 L / 100 km;102587;White / -;South Hurstville, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;26990
Mercedes-Benz;2018;AMG;Bodyfit Autos;2018 Mercedes-Benz AMG GT R;USED;Automatic;-;Other;Premium;-;6346;Blue / -;Strathfield, NSW;-;Coupe;;;398880
Toyota;2008;HiAce;Nippon Motors;2008 Toyota HiAce Super GL;USED;Automatic;-;Rear;Diesel;-;224987;Black / Black;Ingleburn, NSW;-;Commercial;;;20500
Toyota;2006;Landcruiser;SUV;2006 Toyota Landcruiser GXL (4X4);USED;Automatic;8 cyl, 4.7 L;4WD;Unleaded;16.4 L / 100 km;233001;Gold / -;Coopers Plains, QLD;8 cyl;SUV; 4 Doors; 8 Seats;28990
Mercedes-Benz;2015;CLA250;Sedan;2015 Mercedes-Benz CLA250 Sport 4Matic;USED;Automatic;4 cyl, 2 L;AWD;Premium;6.6 L / 100 km;78403;Red / -;Rozelle, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;34800
Kia;2013;RIO;Hatchback;2013 Kia RIO S;USED;Automatic;4 cyl, 1.4 L;Front;Unleaded;6.3 L / 100 km;89432;Black / -;Granville, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;15950
Maserati;2017;Ghibli;Sedan;2017 Maserati Ghibli;USED;Automatic;6 cyl, 3 L;Rear;Premium;8.9 L / 100 km;45963;Black / -;Rozelle, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;68800
Nissan;2014;Qashqai;SUV;2014 Nissan Qashqai ST (4X2);USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.9 L / 100 km;82748;White / Black;Alexandria, NSW;4 cyl;SUV; 4 Doors; 5 Seats;19990
Toyota;2007;HiAce;Nippon Motors;2007 Toyota HiAce Grand Cabin;USED;Automatic;-;Other;Unleaded;-;67414;White / Black;Ingleburn, NSW;-;Commercial;;;39900
Toyota;2018;Corolla;Hatchback;2018 Toyota Corolla Ascent Sport (hybrid);USED;Automatic;4 cyl, 1.8 L;Front;Hybrid;4.2 L / 100 km;67878;Blue / -;Warwick Farm, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;31995
Skoda;2016;Fabia;Hatchback;2016 Skoda Fabia 81 TSI;USED;Automatic;4 cyl, 1.2 L;Front;Premium;4.8 L / 100 km;77925;White / Grey;Leichhardt, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;15420
Toyota;2019;Corolla;Hatchback;2019 Toyota Corolla ZR;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6 L / 100 km;62698;Silver / -;South Hurstville, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;31990
Alfa;2013;Romeo;Awsum Autos - Car City Minchinbury;2013 Alfa Romeo Mito;USED;Manual;-;Front;Premium;-;115050;Red / Grey;Minchinbury, NSW;-;Hatchback;;;10995
Toyota;2019;Landcruiser;SUV;2019 Toyota Landcruiser GXL (4X4) 5 Seat;USED;Manual;8 cyl, 4.5 L;4WD;Diesel;10.7 L / 100 km;58422;White / Black Cloth;Blacktown, NSW;8 cyl;SUV; 2 Doors; 5 Seats;97880
Toyota;2012;Voxy;Melbourne Automobiles Pty Ltd;2012 Toyota Voxy ZS;USED;Automatic;-;Other;Unleaded;-;107350;Black / Black;Braeside, VIC;-;Wagon;;;19995
Mazda;2007;3;Sedan;2007 Mazda 3 SP23;USED;Automatic;4 cyl, 2.3 L;Front;Unleaded;8.6 L / 100 km;240936;Grey / -;Chester Hill, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;5499
Kia;2015;Sportage;SUV;2015 Kia Sportage SI Premium (fwd);USED;Automatic;4 cyl, 2 L;Front;Unleaded;8.8 L / 100 km;56651;Silver / Black;Ryde, NSW;4 cyl;SUV; 4 Doors; 5 Seats;21990
Toyota;2017;HiAce;Nippon Motors;2017 Toyota HiAce DX;USED;Automatic;-;Rear;Unleaded;-;52320;Silver / Black;Ingleburn, NSW;-;Commercial;;;49900
BMW;2016;X3;SUV;2016 BMW X3 Xdrive 20I;USED;Automatic;4 cyl, 2 L;4WD;Premium;7.3 L / 100 km;53878;Silver / Leather Nevada Black;Brookvale, NSW;4 cyl;SUV; 4 Doors; 5 Seats;41990
Subaru;2019;Outback;SUV;2019 Subaru Outback 2.5I;USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;7.3 L / 100 km;66853;Grey / -;Waterloo, NSW;4 cyl;SUV; 4 Doors; 5 Seats;30888
Kia;2020;Stinger;Sedan;2020 Kia Stinger GT (black Leather);USED;Automatic;6 cyl, 3.3 L;Rear;Unleaded;10.2 L / 100 km;57800;Grey / -;Artarmon, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;54800
Volkswagen;2015;Touareg;SUV;2015 Volkswagen Touareg 150 TDI;USED;Automatic;6 cyl, 3 L;AWD;Diesel;7.2 L / 100 km;129961;White / -;Blacktown, NSW;6 cyl;SUV; 4 Doors; 5 Seats;25999
Suzuki;2021;Swift;Alto Volkswagen Used Cars;2021 Suzuki Swift Sport;USED;Automatic;-;Front;Premium;-;6643;Blue / Black;Blacktown, NSW;-;Hatchback;;;29880
Kia;2017;Picanto;Hatchback;2017 Kia Picanto SI;USED;Automatic;4 cyl, 1.2 L;Front;Unleaded;5.3 L / 100 km;124286;Yellow / Grey;Croydon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;14990
LDV;2020;G10;Commercial;2020 LDV G10;USED;Automatic;4 cyl, 1.9 L;Rear;Diesel;8.6 L / 100 km;70500;White / Grey;Minchinbury, NSW;4 cyl;Commercial; 4 Doors; 2 Seats;26995
Mazda;2020;3;Hatchback;2020 Mazda 3 G25 Astina;USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;6.6 L / 100 km;15320;- / By7-L;Mornington, VIC;4 cyl;Hatchback; 5 Doors; 5 Seats;39990
Kia;2019;Stinger;Sedan;2019 Kia Stinger GT (blk LTH W Michelin Tyr);USED;Automatic;6 cyl, 3.3 L;Rear;Unleaded;10.2 L / 100 km;29189;Red / -;Artarmon, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;50990
Toyota;2017;Hiace;Commercial;2017 Toyota Hiace LWB;USED;Automatic;4 cyl, 3 L;Rear;Diesel;8.7 L / 100 km;122100;White / Grey;Auburn, NSW;4 cyl;Commercial; 4 Doors; 2 Seats;39990
Hyundai;2014;Imax;Wagon;2014 Hyundai Imax;USED;Automatic;4 cyl, 2.5 L;Rear;Diesel;9 L / 100 km;177244;Black / -;Penrith, NSW;4 cyl;Wagon; 4 Doors; 8 Seats;24950
Nissan;2023;X-Trail;SUV;2023 Nissan X-Trail TI-L (4WD);USED;Automatic;4 cyl, 2.5 L;4WD;Unleaded;7.8 L / 100 km;698;Black / -;Liverpool, NSW;4 cyl;SUV; 4 Doors; 5 Seats;56483
Kia;2021;Carnival;Wagon;2021 Kia Carnival Platinum;USED;Automatic;6 cyl, 3.5 L;Front;Unleaded;9.6 L / 100 km;69476;Black / Black;Liverpool, NSW;6 cyl;Wagon; 4 Doors; 8 Seats;64888
BMW;2009;X3;SUV;2009 BMW X3 Xdrive 20D Lifestyle;USED;Automatic;4 cyl, 2 L;4WD;Diesel;5.6 L / 100 km;266859;Grey / Black;Liverpool, NSW;4 cyl;SUV; 4 Doors; 5 Seats;7888
Nissan;2014;X-Trail;SUV;2014 Nissan X-Trail ST-L (fwd);USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;7.9 L / 100 km;267823;White / -;Five Dock, NSW;4 cyl;SUV; 4 Doors; 5 Seats;10999
Hyundai;2010;IX35;SUV;2010 Hyundai IX35 Highlander (awd);USED;Automatic;4 cyl, 2 L;AWD;Diesel;7.5 L / 100 km;198474;Grey / Black;Richmond, NSW;4 cyl;SUV; 4 Doors; 5 Seats;15950
Ford;2016;Ranger;Ute / Tray;2016 Ford Ranger XLT 3.2 (4X4);USED;Automatic;5 cyl, 3.2 L;4WD;Diesel;9 L / 100 km;198000;Grey / -;Coopers Plains, QLD;5 cyl;Ute / Tray; 4 Doors; 5 Seats;35999
Toyota;2018;RAV4;SUV;2018 Toyota RAV4 GXL (4X4);USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;8.5 L / 100 km;54276;White / -;Narellan, NSW;4 cyl;SUV; 4 Doors; 5 Seats;34990
Toyota;2020;Camry;Sedan;2020 Toyota Camry Ascent (hybrid);USED;Automatic;4 cyl, 2.5 L;Front;Hybrid;4.2 L / 100 km;42000;Silver / -;Waterloo, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;39888
Mazda;2016;BT-50;Ute / Tray;2016 Mazda BT-50 XTR (4X4);USED;Manual;5 cyl, 3.2 L;4WD;Diesel;8.9 L / 100 km;98634;White / Black;Brookvale, NSW;5 cyl;Ute / Tray; 4 Doors; 5 Seats;36990
Porsche;2008;Cayenne;SUV;2008 Porsche Cayenne S;USED;Automatic;8 cyl, 4.8 L;AWD;Premium;13.7 L / 100 km;167642;Black / Tan Leather;Rydalmere, NSW;8 cyl;SUV; 4 Doors; 5 Seats;24950
Mazda;2017;3;Sedan;2017 Mazda 3 SP25;USED;Manual;4 cyl, 2.5 L;Front;Unleaded;6.5 L / 100 km;59479;Red / Grey;Revesby, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;21990
Toyota;2019;Hilux;Ute / Tray;2019 Toyota Hilux SR (4X4);USED;Automatic;4 cyl, 2.8 L;4WD;Diesel;8.5 L / 100 km;117345;White / -;Blacktown, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;47888
Kia;2017;Sorento;SUV;2017 Kia Sorento Sport (4X4);USED;Automatic;4 cyl, 2.2 L;AWD;Diesel;7.2 L / 100 km;99851;Grey / Black;Smeaton Grange, NSW;4 cyl;SUV; 4 Doors; 7 Seats;32888
Mazda;2017;CX-9;SUV;2017 Mazda CX-9 GT (fwd);USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;8.4 L / 100 km;130420;Grey / Black;Brookvale, NSW;4 cyl;SUV; 4 Doors; 7 Seats;29999
Subaru;2014;Liberty;Wagon;2014 Subaru Liberty 2.5I Premium;USED;Automatic;4 cyl, 2.5 L;AWD;Premium;8.2 L / 100 km;152443;Grey / Black;Cheltenham, VIC;4 cyl;Wagon; 4 Doors; 5 Seats;16290
Toyota;2015;Hilux;Ute / Tray;2015 Toyota Hilux SR5 (4X4);USED;Manual;4 cyl, 2.8 L;4WD;Diesel;7.6 L / 100 km;179131;White / Black;Castle Hill, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;40990
Nissan;2019;Navara;Ute / Tray;2019 Nissan Navara ST-X (4X4) (leather Trim);USED;Automatic;4 cyl, 2.3 L;4WD;Diesel;7 L / 100 km;27936;White / -;Liverpool, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;47990
Ford;2011;Ranger;Ute / Tray;2011 Ford Ranger XL 3.2 (4X4);USED;Manual;5 cyl, 3.2 L;4WD;Diesel;8.9 L / 100 km;306461;White / Black;Minchinbury, NSW;5 cyl;Ute / Tray; 4 Doors; 4 Seats;16880
Kia;2019;Optima;Sedan;2019 Kia Optima SI;USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;8.3 L / 100 km;58147;Silver / -;Moorebank, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;23990
BMW;2014;328I;Sedan;2014 BMW 328I;USED;Automatic;4 cyl, 2 L;Rear;Premium;6.3 L / 100 km;57654;Black / Black;Artarmon, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;28800
Toyota;2016;Kluger;SUV;2016 Toyota Kluger GX (4X2);USED;Automatic;6 cyl, 3.5 L;Front;Unleaded;10.2 L / 100 km;39653;Silver / Black;Pennant Hills, NSW;6 cyl;SUV; 4 Doors; 7 Seats;36999
Hyundai;2019;Tucson;SUV;2019 Hyundai Tucson Elite Crdi (awd);USED;Automatic;4 cyl, 2 L;AWD;Diesel;6.4 L / 100 km;55121;White / Grey;Brookvale, NSW;4 cyl;SUV; 4 Doors; 5 Seats;33888
Ford;2022;Puma;SUV;2022 Ford Puma ST-Line;USED;Automatic;3 cyl, 1 L;Front;Premium;5.3 L / 100 km;4272;White / Black;Castle Hill, NSW;3 cyl;SUV; 5 Doors; 5 Seats;33990
Subaru;2013;WRX;USED Dealer ad;2013 Subaru WRX AWD;USED;Manual;-;Other;Premium;-;123889;Blue / Black;Minchinbury, NSW;-;;;;26995
MG;2023;ZST;Alto Blacktown MG;2023 MG ZST Vibe;NEW;Automatic;4 cyl, 1.5 L;Front;-;6.9 L / 100 km;15;Black / Black;Blacktown, NSW;4 cyl;SUV; 5 Doors; 5 Seats;28990
Mercedes-Benz;2015;C200;Sedan;2015 Mercedes-Benz C200;USED;Automatic;4 cyl, 2 L;Rear;Premium;6 L / 100 km;105908;Black / Black;Bentleigh, VIC;4 cyl;Sedan; 4 Doors; 5 Seats;30990
Toyota;2014;Corolla;Sedan;2014 Toyota Corolla ZR;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;6.6 L / 100 km;157501;Grey / -;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;16990
Nissan;2022;X-Trail;SUV;2022 Nissan X-Trail ST 7 Seat (2WD);USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;8.1 L / 100 km;9129;Black / Black;Chatswood, NSW;4 cyl;SUV; 4 Doors; 7 Seats;32888
Toyota;2019;RAV4;SUV;2019 Toyota RAV4 GX 2WD Hybrid;USED;Automatic;4 cyl, 2.5 L;Front;Hybrid;4.7 L / 100 km;189119;Black / Black;Smeaton Grange, NSW;4 cyl;SUV; 5 Doors; 5 Seats;33480
Ford;2015;Ranger;Ute / Tray;2015 Ford Ranger XLT 3.2 HI-Rider (4X2);USED;Automatic;5 cyl, 3.2 L;Rear;Diesel;8.5 L / 100 km;121605;Silver / Black;Minchinbury, NSW;5 cyl;Ute / Tray; 4 Doors; 5 Seats;38995
Mitsubishi;2021;ASX;SUV;2021 Mitsubishi ASX ES (2WD);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.6 L / 100 km;42773;White / Grey;Brookvale, NSW;4 cyl;SUV; 4 Doors; 5 Seats;28888
Toyota;2019;RAV4;SUV;2019 Toyota RAV4 GX (2WD);USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.5 L / 100 km;77123;White / -;Warwick Farm, NSW;4 cyl;SUV; 5 Doors; 5 Seats;37995
Toyota;2014;HiAce;Commercial;2014 Toyota HiAce Slwb;USED;Automatic;4 cyl, 2.7 L;Rear;Unleaded;12.6 L / 100 km;165215;White / Black;Castle Hill, NSW;4 cyl;Commercial; 4 Doors; 2 Seats;35990
Hyundai;2014;Santa;SUV;2014 Hyundai Santa FE Highlander Crdi (4X4);USED;Automatic;4 cyl, 2.2 L;AWD;Diesel;7.3 L / 100 km;158593;White / Black;Cabramatta, NSW;4 cyl;SUV; 4 Doors; 7 Seats;22990
Nissan;2015;Caravan;Autoproject;2015 Nissan Caravan DX;USED;Automatic;-;Other;-;-;174143;Brown / Black;Braeside, VIC;-;Commercial;;;21888
Volkswagen;2010;Passat;Wagon;2010 Volkswagen Passat 118 TSI;USED;Automatic;4 cyl, 1.8 L;Front;Premium;7.8 L / 100 km;199167;White / -;Minto, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;7950
Toyota;2023;Land;Windsor Toyota Used;2023 Toyota Land Cruiser;USED;Manual;-;Other;-;-;689;Grey / -;Windsor, NSW;-;Ute / Tray;;;120990
BMW;2019;X3;SUV;2019 BMW X3 Sdrive 20I;USED;Automatic;4 cyl, 2 L;4WD;Unleaded;7.4 L / 100 km;58323;White / -;Rozelle, NSW;4 cyl;SUV; 4 Doors; 5 Seats;52800
Toyota;2021;Landcruiser;SUV;2021 Toyota Landcruiser Prado Kakadu;USED;Automatic;4 cyl, 2.8 L;4WD;Diesel;7.9 L / 100 km;34126;Silver / Black;Pennant Hills, NSW;4 cyl;SUV; 4 Doors; 7 Seats;89880
Mazda;2019;3;Hatchback;2019 Mazda 3 G20 Pure;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.2 L / 100 km;61817;Grey / -;Liverpool, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;32447
Kia;2020;Cerato;Hatchback;2020 Kia Cerato S;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;54995;Blue / -;Homebush, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;24888
Kia;2015;Optima;Sedan;2015 Kia Optima GT;USED;Automatic;4 cyl, 2 L;Front;Unleaded;8.5 L / 100 km;95217;Black / Black Leather;Croydon, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;24990
Holden;2016;Cruze;Hatchback;2016 Holden Cruze Z-Series;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.4 L / 100 km;71420;Blue / Black;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;14990
Toyota;2015;Camry;Sedan;2015 Toyota Camry Altise Hybrid;USED;Automatic;4 cyl, 2.5 L;Front;Hybrid;5.2 L / 100 km;158742;White / Black;Granville, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;27900
Honda;2018;CR-V;SUV;2018 Honda CR-V VTI-LX (awd);USED;Automatic;4 cyl, 1.5 L;AWD;Unleaded;7.4 L / 100 km;91244;White / Leather;Mornington, VIC;4 cyl;SUV; 4 Doors; 5 Seats;33990
Toyota;2020;HiAce;Commercial;2020 Toyota HiAce LWB GL Pack;USED;Automatic;4 cyl, 2.8 L;Rear;Diesel;8.2 L / 100 km;67372;White / Grey;Castle Hill, NSW;4 cyl;Commercial; 4 Doors; 2 Seats;54990
